Schengen State,Country where consulate is located,Consulate,ATVs applied, ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,"uniform visas issued including MEVs
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Spain,ECUADOR,QUITO,3,3,,,,"26,863","22,227","4,244",19.10%,1,"4,217",15.70%,"26,866","22,231","4,217",15.70%
Spain,EGYPT,ALEXANDRIA,,,,,,"3,773","2,815",303,10.80%,2,920,24.40%,"3,773","2,817",920,24.40%
Spain,EGYPT,CAIRO,1,,,,,"11,466","8,661",276,3.20%,33,"1,948",17.00%,"11,467","8,694","1,948",17.00%
Spain,EL SALVADOR,SAN SALVADOR,,,,,,69,70,17,24.30%,,,,69,70,,
Spain,EQUATORIAL GUINEA,BATA,63,62,,,,"3,876","2,800",406,14.50%,217,753,19.40%,"3,939","3,079",753,19.10%
Spain,EQUATORIAL GUINEA,MALABO,6,5,,,,"8,902","5,090","1,236",24.30%,"1,064","1,877",21.10%,"8,908","6,159","1,877",21.10%
Spain,ESTONIA,TALLINN,,,,,,1,1,,,,,,1,1,,
Spain,ETHIOPIA,ADDIS ABEBA,,,,,,981,727,57,7.80%,14,199,20.30%,981,741,199,20.30%
Spain,FINLAND,HELSINKI,,,,,,6,5,,,,,,6,5,,
Spain,FRANCE,BORDEAUX,,,,,,1,,,,,,,1,,,
Spain,FRANCE,LYON,,,,,,,1,,,,,,,1,,
Spain,FRANCE,MARSEILLE,,,,,,1,,,,,,,1,,,
Spain,FRANCE,PARIS,,,,,,246,234,142,60.70%,3,,,246,237,,
Spain,GABON,LIBREVILLE,,,,,,686,452,12,2.70%,,229,33.40%,686,452,229,33.40%
Spain,GERMANY,BERLIN,,,,,,3,3,,,,,,3,3,,
Spain,GERMANY,DUSSELDORF,,,,,,9,8,,,,,,9,8,,
Spain,GERMANY,FRANKFURT/MAIN,,,,,,5,4,,,1,,,5,5,,
Spain,GERMANY,HAMBURG,,,,,,7,3,,,4,,,7,7,,
Spain,GERMANY,MUNICH,,,,,,2,2,,,,,,2,2,,
Spain,GHANA,ACCRA,,,,,,"3,152","1,615",261,16.20%,31,"1,293",41.00%,"3,152","1,646","1,293",41.00%
Spain,GREECE,ATHENS,,,,,,13,11,,,1,,,13,12,,
Spain,GUATEMALA,GUATEMALA CITY,2,2,,,,141,134,10,7.50%,1,,,143,137,,
Spain,GUINEA,CONAKRY,12,10,,,,545,225,1,0.40%,,286,52.50%,557,235,286,51.30%
Spain,GUINEA-BISSAU,BISSAU,14,9,,4,28.60%,"1,383",887,97,10.90%,4,407,29.40%,"1,397",900,411,29.40%
Spain,HAITI,PORT AU PRINCE,28,15,,13,46.40%,"1,153",790,176,22.30%,,321,27.80%,"1,181",805,334,28.30%
Spain,HONDURAS,TEGUCIGALPA,1,1,,,,29,27,3,11.10%,,,,30,28,,
Spain,HONG KONG S.A.R.,HONG KONG,,,,,,"1,318","1,298",280,21.60%,,15,1.10%,"1,318","1,298",15,1.10%
Spain,HUNGARY,BUDAPEST,3,3,,,,2,1,,,,,,5,4,,
Spain,INDIA,MUMBAI,7,7,,,,"40,958","38,838",409,1.10%,1,"2,070",5.10%,"40,965","38,846","2,070",5.10%
Spain,INDIA,NEW DELHI,1,1,,,,"26,290","22,555",812,3.60%,8,"3,089",11.70%,"26,291","22,564","3,089",11.70%
Spain,INDONESIA,JAKARTA,,,,,,"16,126","15,598",175,1.10%,6,416,2.60%,"16,126","15,604",416,2.60%
Spain,IRAN,TEHERAN,,,,,,"23,219","14,649",828,5.70%,65,"7,581",32.60%,"23,219","14,714","7,581",32.60%
Spain,IRAQ,BAGHDAD,,,,,,"1,352","1,184",476,40.20%,9,58,4.30%,"1,352","1,193",58,4.30%
Spain,IRELAND,DUBLIN,1,,,,,"2,747","2,602",282,10.80%,8,23,0.80%,"2,748","2,610",23,0.80%
Spain,ISRAEL,JERUSALEM,8,7,,1,12.50%,"5,352","3,905",568,14.50%,67,787,14.70%,"5,360","3,979",788,14.70%
Spain,ISRAEL,TEL AVIV,2,2,,,,568,543,74,13.60%,4,9,1.60%,570,549,9,1.60%
Spain,ITALY,MILAN,,,,,,9,8,,,,,,9,8,,
Spain,ITALY,ROME,5,5,,,,13,11,,,2,,,18,18,,
Spain,JAMAICA,KINGSTON,7,7,,,,"2,929","2,848",470,16.50%,,46,1.60%,"2,936","2,855",46,1.60%
Spain,JAPAN,TOKYO,,,,,,"1,509","1,405",9,0.60%,,65,4.30%,"1,509","1,405",65,4.30%
Spain,JORDAN,AMMAN,,,,,,"7,680","6,055",637,10.50%,116,"1,009",13.10%,"7,680","6,171","1,009",13.10%
Spain,KAZAKHSTAN,ASTANA,,,,,,"13,131","12,871",954,7.40%,4,201,1.50%,"13,131","12,875",201,1.50%
Spain,KENYA,NAIROBI,,,,,,"3,927","3,493",124,3.50%,14,370,9.40%,"3,927","3,507",370,9.40%
Spain,KUWAIT,KUWAIT,,,,,,"24,464","22,184","18,247",82.30%,41,"2,012",8.20%,"24,464","22,225","2,012",8.20%
Spain,LEBANON,BEIRUT,,,,,,"17,055","14,707","1,351",9.20%,209,"1,650",9.70%,"17,055","14,916","1,650",9.70%
Spain,MALAYSIA,KUALA LUMPUR,,,,,,632,604,25,4.10%,,5,0.80%,632,604,5,0.80%
Spain,MALI,BAMAKO,5,3,,2,40.00%,"1,497","1,016",341,33.60%,43,396,26.50%,"1,502","1,062",398,26.50%
Spain,MALTA,VALETTA,,,,,,5,5,1,20.00%,,,,5,5,,
Spain,MAURITANIA,NOUAKCHOTT,2,2,,,,"9,351","6,904","2,993",43.40%,61,"1,583",16.90%,"9,353","6,967","1,583",16.90%
Spain,MEXICO,GUADALAJARA,6,5,,,,142,145,3,2.10%,,,,148,150,,
Spain,MEXICO,MEXICO CITY,4,3,,,,332,285,16,5.60%,,35,10.50%,336,288,35,10.40%
Spain,MEXICO,MONTERREY,,,,,,98,80,2,2.50%,,9,9.20%,98,80,9,9.20%
Spain,MOROCCO,AGADIR,,,,,,"11,028","7,973","3,239",40.60%,31,"2,515",22.80%,"11,028","8,004","2,515",22.80%
Spain,MOROCCO,CASABLANCA,2,2,,,,"63,314","55,683","18,150",32.60%,66,"4,911",7.80%,"63,316","55,751","4,911",7.80%
Spain,MOROCCO,NADOR,,,,,,"26,866","13,419","3,912",29.20%,698,"10,808",40.20%,"26,866","14,117","10,808",40.20%
Spain,MOROCCO,RABAT,,,,,,"23,342","16,377","5,898",36.00%,64,"5,992",25.70%,"23,342","16,441","5,992",25.70%
Spain,MOROCCO,TANGER,1,,,,,"60,924","51,960","26,526",51.10%,219,"7,011",11.50%,"60,925","52,179","7,011",11.50%
Spain,MOROCCO,TETOUAN,,,,,,"15,494","11,910","4,261",35.80%,300,"2,283",14.70%,"15,494","12,210","2,283",14.70%
Spain,MOZAMBIQUE,MAPUTO,1,1,,,,"1,155","1,037",75,7.20%,1,54,4.70%,"1,156","1,039",54,4.70%
Spain,NAMIBIA,WINDHOEK,,,,,,"1,425","1,339",176,13.10%,2,40,2.80%,"1,425","1,341",40,2.80%
Spain,NETHERLANDS,AMSTERDAM,,,,,,4,4,,,,,,4,4,,
Spain,NEW ZEALAND,WELLINGTON,,,,,,198,233,11,4.70%,,3,1.50%,198,233,3,1.50%
Spain,NICARAGUA,MANAGUA,1,1,,,,28,23,6,26.10%,,,,29,24,,
Spain,NIGER,NIAMEY,2,1,,1,50.00%,840,664,222,33.40%,24,131,15.60%,842,689,132,15.70%
Spain,NIGERIA,ABUJA,1,1,,,,128,107,7,6.50%,8,,,129,116,,
Spain,NIGERIA,LAGOS,6,4,,1,16.70%,"6,548","2,752",92,3.30%,35,"3,515",53.70%,"6,554","2,791","3,516",53.60%
Spain,NORTH MACEDONIA,SKOPJE,,,,,,139,22,,,103,8,5.80%,139,125,8,5.80%
Spain,NORWAY,OSLO,,,,,,7,7,,,,,,7,7,,
Spain,OMAN,MUSCAT,,,,,,"8,419","7,860","2,101",26.70%,59,278,3.30%,"8,419","7,919",278,3.30%
Spain,PAKISTAN,ISLAMABAD,33,26,,6,18.20%,"10,114","5,545",758,13.70%,16,"3,908",38.60%,"10,147","5,587","3,914",38.60%
Spain,PANAMA,PANAMA CITY,1,1,,,,624,556,114,20.50%,,17,2.70%,625,557,17,2.70%
Spain,PARAGUAY,ASUNCION,3,4,,,,42,38,5,13.20%,,6,14.30%,45,42,6,13.30%
Spain,PERU,LIMA,,,,,,272,248,95,38.30%,,1,0.40%,272,248,1,0.40%
Spain,PHILIPPINES,MANILA,1,1,,,,"19,410","17,872","2,787",15.60%,8,"1,426",7.30%,"19,411","17,881","1,426",7.30%
Spain,POLAND,WARSAW,,,,,,10,8,,,,2,20.00%,10,8,2,20.00%
Spain,PORTUGAL,LISBON,,,,,,8,8,,,,,,8,8,,
Spain,QATAR,DOHA,,,,,,"7,531","6,672","2,894",43.40%,140,340,4.50%,"7,531","6,812",340,4.50%
Spain,ROMANIA,BUCHAREST,1,,,,,384,353,53,15.00%,,23,6.00%,385,353,23,6.00%
Spain,RUSSIAN FEDERATION,MOSCOW,2,2,,,,"4,84,235","4,77,319","4,38,670",91.90%,108,"6,563",1.40%,"4,84,237","4,77,429","6,563",1.40%
Spain,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"19,973","19,802","11,959",60.40%,4,64,0.30%,"19,973","19,806",64,0.30%
Spain,SAUDI ARABIA,RIYADH,,,,,,"40,181","36,046","29,404",81.60%,573,966,2.40%,"40,181","36,619",966,2.40%
Spain,SENEGAL,DAKAR,8,3,,5,62.50%,"8,357","4,239",357,8.40%,4,"3,658",43.80%,"8,365","4,246","3,663",43.80%
Spain,SERBIA,BELGRADE,,,,,,268,250,5,2.00%,,11,4.10%,268,250,11,4.10%
Spain,SINGAPORE,SINGAPORE,,,,,,"2,779","2,704",344,12.70%,,55,2.00%,"2,779","2,704",55,2.00%
Spain,SLOVAKIA,BRATISLAVA,,,,,,2,2,2,100.00%,,,,2,2,,
Spain,SOUTH AFRICA,CAPE TOWN,3,3,,,,"9,139","8,876",582,6.60%,,163,1.80%,"9,142","8,879",163,1.80%
Spain,SOUTH AFRICA,PRETORIA,3,3,,,,"12,680","12,377","1,806",14.60%,20,119,0.90%,"12,683","12,400",119,0.90%
Spain,SOUTH KOREA,SEOUL,2,2,,,,332,309,3,1.00%,,10,3.00%,334,311,10,3.00%
Spain,SUDAN,KHARTOUM,,,,,,"1,399",863,83,9.60%,14,438,31.30%,"1,399",877,438,31.30%
Spain,SWEDEN,STOCKHOLM,1,1,,,,1,1,,,,,,2,2,,
Spain,SWITZERLAND,BERN,,,,,,1,1,,,,,,1,1,,
Spain,SWITZERLAND,GENEVA,,,,,,8,5,1,20.00%,2,,,8,7,,
Spain,SWITZERLAND,ZURICH,,,,,,2,2,,,,,,2,2,,
Spain,TANZANIA,DAR ES SALAAM,,,,,,889,704,35,5.00%,3,142,16.00%,889,707,142,16.00%
Spain,THAILAND,BANGKOK,,,,,,"13,218","12,928",446,3.40%,33,189,1.40%,"13,218","12,961",189,1.40%
Spain,TRINIDAD AND TOBAGO,PORT OF SPAIN,3,4,,,,141,140,67,47.90%,,1,0.70%,144,144,1,0.70%
Spain,TUNISIA,TUNIS,1,,,,,"9,553","7,174","1,337",18.60%,30,"1,931",20.20%,"9,554","7,204","1,931",20.20%
Spain,TURKEY,ANKARA,,,,,,"10,364","8,362","1,359",16.30%,14,"1,640",15.80%,"10,364","8,376","1,640",15.80%
Spain,TURKEY,ISTANBUL,6,6,,,,"33,507","32,260","8,446",26.20%,5,791,2.40%,"33,513","32,271",791,2.40%
Spain,UKRAINE,KYIV,2,1,,,,"3,221","2,819",379,13.40%,4,334,10.40%,"3,223","2,824",334,10.40%
Spain,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"19,999","15,932","1,605",10.10%,453,"2,751",13.80%,"19,999","16,385","2,751",13.80%
Spain,UNITED KINGDOM,EDINBURGH,,,,,,"5,084","4,771",66,1.40%,3,72,1.40%,"5,084","4,774",72,1.40%
Spain,UNITED KINGDOM,LONDON,15,12,,,,"20,493","19,583",768,3.90%,27,298,1.50%,"20,508","19,622",298,1.50%
Spain,URUGUAY,MONTEVIDEO,,,,,,79,80,3,3.80%,,,,79,80,,
Spain,USA,"BOSTON, MA",,,,,,"1,154","1,155",16,1.40%,,,,"1,154","1,155",,
Spain,USA,"CHICAGO, IL",,,,,,"1,887","1,839",137,7.40%,,10,0.50%,"1,887","1,839",10,0.50%
Spain,USA,"HOUSTON, TX",1,1,,,,"1,075","1,040",100,9.60%,,6,0.60%,"1,076","1,041",6,0.60%
Spain,USA,"LOS ANGELES, CA",,,,,,"1,648","1,624",182,11.20%,,,,"1,648","1,624",,
Spain,USA,"MIAMI, FL",,,,,,"4,748","4,718",139,2.90%,,20,0.40%,"4,748","4,718",20,0.40%
Spain,USA,"NEW YORK, NY",,,,,,"9,904","9,404",535,5.70%,79,201,2.00%,"9,904","9,483",201,2.00%
Spain,USA,"SAN FRANCISCO, CA",1,1,,,,"2,108","2,102",70,3.30%,1,,,"2,109","2,104",,
Spain,USA,"SAN JUAN, PR",,,,,,120,116,5,4.30%,,,,120,116,,
Spain,USA,"WASHINGTON, DC",5,5,,,,"1,900","1,881",100,5.30%,1,,,"1,905","1,887",,
Spain,VENEZUELA,CARACAS,3,1,,1,33.30%,143,90,13,14.40%,,49,34.30%,146,91,50,34.20%
Spain,VIETNAM,HANOI,,,,,,"2,620","2,275",50,2.20%,2,239,9.10%,"2,620","2,277",239,9.10%
Spain,ZIMBABWE,HARARE,,,,,,608,591,39,6.60%,,7,1.20%,608,591,7,1.20%
Sweden,AFGHANISTAN,KABUL,,,,,,35,21,3,14.30%,,3,8.60%,35,21,3,8.60%
Sweden,ALGERIA,ALGIERS,,,,,,5,,,,,,,5,,,
Sweden,ARGENTINA,BUENOS AIRES,,,,,,1,,,,,,,1,,,
Sweden,AUSTRALIA,CANBERRA,,,,,,10,7,5,71.40%,,,,10,7,,
Sweden,BANGLADESH,DHAKA,4,3,,,,"7,025","4,237",943,22.30%,56,"2,637",37.50%,"7,029","4,296","2,637",37.50%
Sweden,BOLIVIA,LA PAZ,,,,,,6,,,,,,,6,,,
Sweden,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,13,11,5,45.50%,,2,15.40%,13,11,2,15.40%
Sweden,CHILE,SANTIAGO DE CHILE,,,,,,48,43,16,37.20%,1,2,4.20%,48,44,2,4.20%
Sweden,CHINA,BEIJING,,,,,,"59,036","56,306","2,818",5.00%,115,"1,991",3.40%,"59,036","56,421","1,991",3.40%
Sweden,CHINA,SHANGHAI,,,,,,"28,900","28,059","2,201",7.80%,100,452,1.60%,"28,900","28,159",452,1.60%
Sweden,COLOMBIA,BOGOTA,,,,,,"1,290",979,345,35.20%,3,245,19.00%,"1,290",982,245,19.00%
Sweden,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,54,1,1,100.00%,6,,,54,7,,
Sweden,CROATIA,ZAGREB,,,,,,1,,,,,,,1,,,
Sweden,CUBA,HAVANA,,,,,,"1,557","1,239",66,5.30%,14,275,17.70%,"1,557","1,253",275,17.70%
Sweden,EGYPT,CAIRO,,,,,,"2,824","1,503",375,25.00%,23,"1,248",44.20%,"2,824","1,526","1,248",44.20%
Sweden,ETHIOPIA,ADDIS ABEBA,1,1,,,,"2,469","1,867",106,5.70%,35,441,17.90%,"2,470","1,903",441,17.90%
Sweden,FRANCE,PARIS,,,,,,6,,,,,,,6,,,
Sweden,GERMANY,BERLIN,,,,,,23,,,,,,,23,,,
Sweden,GREECE,ATHENS,,,,,,14,,,,,,,14,,,
Sweden,GUATEMALA,GUATEMALA CITY,,,,,,25,16,12,75.00%,,,,25,16,,
Sweden,INDIA,NEW DELHI,,,,,,"24,707","22,091","9,005",40.80%,117,"1,943",7.90%,"24,707","22,208","1,943",7.90%
Sweden,INDONESIA,JAKARTA,,,,,,"3,018","2,811","1,474",52.40%,88,54,1.80%,"3,018","2,899",54,1.80%
Sweden,IRAN,TEHERAN,,,,,,"15,612","8,132","2,312",28.40%,98,"5,121",32.80%,"15,612","8,230","5,121",32.80%
Sweden,IRAQ,BAGHDAD,,,,,,199,187,65,34.80%,,,,199,187,,
Sweden,ISRAEL,JERUSALEM,,,,,,756,441,76,17.20%,13,188,24.90%,756,454,188,24.90%
Sweden,ISRAEL,TEL AVIV,,,,,,40,37,4,10.80%,,,,40,37,,
Sweden,ITALY,ROME,,,,,,21,,,,,,,21,,,
Sweden,JAPAN,TOKYO,,,,,,374,320,158,49.40%,7,12,3.20%,374,327,12,3.20%
Sweden,JORDAN,AMMAN,,,,,,"3,075","1,793",298,16.60%,151,927,30.10%,"3,075","1,944",927,30.10%
Sweden,KENYA,NAIROBI,,,,,,"1,817","1,278",181,14.20%,26,465,25.60%,"1,817","1,304",465,25.60%
Sweden,LEBANON,BEIRUT,,,,,,"2,297","1,197",300,25.10%,116,892,38.80%,"2,297","1,313",892,38.80%
Sweden,LIBERIA,MONROVIA,,,,,,78,74,6,8.10%,,,,78,74,,
Sweden,MALI,BAMAKO,,,,,,4,,,,,,,4,,,
Sweden,MEXICO,MEXICO CITY,,,,,,3,,,,,,,3,,,
Sweden,MOROCCO,RABAT,,,,,,"2,684","1,683",722,42.90%,44,847,31.60%,"2,684","1,727",847,31.60%
Sweden,MOZAMBIQUE,MAPUTO,,,,,,20,,,,,,,20,,,
Sweden,NIGERIA,ABUJA,,,,,,"3,039",924,90,9.70%,14,"2,002",65.90%,"3,039",938,"2,002",65.90%
Sweden,NORTH KOREA,PYONGYANG,,,,,,192,126,9,7.10%,7,,,192,133,,
Sweden,NORTH MACEDONIA,SKOPJE,,,,,,"8,951",52,18,34.60%,"6,807","2,235",25.00%,"8,951","6,859","2,235",25.00%
Sweden,PAKISTAN,ISLAMABAD,,,,,,"3,819","2,017",198,9.80%,32,"1,557",40.80%,"3,819","2,049","1,557",40.80%
Sweden,ROMANIA,BUCHAREST,,,,,,105,98,42,42.90%,,2,1.90%,105,98,2,1.90%
Sweden,RUSSIAN FEDERATION,MOSCOW,,,,,,"22,460","21,603","14,724",68.20%,92,391,1.70%,"22,460","21,695",391,1.70%
Sweden,SAUDI ARABIA,RIYADH,,,,,,"3,012","1,952","1,468",75.20%,121,769,25.50%,"3,012","2,073",769,25.50%
Sweden,SERBIA,BELGRADE,,,,,,49,24,16,66.70%,1,4,8.20%,49,25,4,8.20%
Sweden,SINGAPORE,SINGAPORE,,,,,,7,,,,,,,7,,,
Sweden,SOUTH AFRICA,PRETORIA,,,,,,"4,606","4,301","2,946",68.50%,41,104,2.30%,"4,606","4,342",104,2.30%
Sweden,SOUTH KOREA,SEOUL,,,,,,266,204,40,19.60%,,35,13.20%,266,204,35,13.20%
Sweden,SPAIN,MADRID,,,,,,48,,,,,,,48,,,
Sweden,SUDAN,KHARTOUM,,,,,,19,,,,,,,19,,,
Sweden,TANZANIA,DAR ES SALAAM,,,,,,"1,168",930,46,4.90%,,72,6.20%,"1,168",930,72,6.20%
Sweden,THAILAND,BANGKOK,,,,,,"17,516","15,266","2,866",18.80%,49,"1,819",10.40%,"17,516","15,315","1,819",10.40%
Sweden,TURKEY,ANKARA,,,,,,"4,481","3,323","2,234",67.20%,33,"1,005",22.40%,"4,481","3,356","1,005",22.40%
Sweden,TURKEY,ISTANBUL,,,,,,"8,404","7,526","6,069",80.60%,101,694,8.30%,"8,404","7,627",694,8.30%
Sweden,UGANDA,KAMPALA,,,,,,83,,,,,,,83,,,
Sweden,UKRAINE,KYIV,,,,,,606,502,294,58.60%,6,51,8.40%,606,508,51,8.40%
Sweden,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"3,770","2,863",586,20.50%,66,762,20.20%,"3,770","2,929",762,20.20%
Sweden,UNITED KINGDOM,LONDON,,,,,,"4,148","3,784","2,789",73.70%,159,75,1.80%,"4,148","3,943",75,1.80%
Sweden,USA,"WASHINGTON, DC",,,,,,"4,551","4,190",833,19.90%,39,175,3.80%,"4,551","4,229",175,3.80%
Sweden,VIETNAM,HANOI,,,,,,33,10,4,40.00%,,1,3.00%,33,10,1,3.00%
Sweden,ZAMBIA,LUSAKA,,,,,,"3,911","3,615","1,048",29.00%,10,106,2.70%,"3,911","3,625",106,2.70%
Sweden,ZIMBABWE,HARARE,,,,,,1,,,,,,,1,,,
Switzerland,ALGERIA,ALGIERS,,,,,,3923,2501,908,36.30%,15,1407,35.90%,"3,923","2,516","1,407",35.90%
Switzerland,ARGENTINA,BUENOS AIRES,,,,,,34,33,24,72.70%,1,,,34,34,,
Switzerland,AUSTRALIA,SYDNEY,,,,,,1119,1113,270,24.30%,5,1,0.10%,"1,119","1,118",1,0.10%
Switzerland,AUSTRIA,VIENNA,,,,,,104,104,91,87.50%,,,,104,104,,
Switzerland,AZERBAIJAN,BAKU,,,,,,1399,1273,490,38.50%,1,125,8.90%,"1,399","1,274",125,8.90%
Switzerland,BANGLADESH,DHAKA,,,,,,1897,1389,193,13.90%,74,434,22.90%,"1,897","1,463",434,22.90%
Switzerland,BRAZIL,RIO DE JANEIRO,,,,,,32,26,19,73.10%,,6,18.80%,32,26,6,18.80%
Switzerland,BRAZIL,SAO PAULO,,,,,,134,119,96,80.70%,2,13,9.70%,134,121,13,9.70%
Switzerland,CAMEROON,YAONDE,,,,,,1476,920,322,35.00%,4,552,37.40%,"1,476",924,552,37.40%
Switzerland,CANADA,MONTREAL,2,2,1,,,1192,1143,1135,99.30%,25,24,2.00%,"1,194","1,170",24,2.00%
Switzerland,CANADA,OTTAWA,,,,,,11,11,11,100.00%,,,,11,11,,
Switzerland,CANADA,VANCOUVER,10,10,,,,1903,1847,1077,58.30%,7,49,2.60%,"1,913","1,864",49,2.60%
Switzerland,CHILE,SANTIAGO DE CHILE,,,,,,30,26,5,19.20%,,4,13.30%,30,26,4,13.30%
Switzerland,CHINA,BEIJING,,,,,,34526,33979,20539,60.40%,13,534,1.50%,"34,526","33,992",534,1.50%
Switzerland,CHINA,GUANGZHOU (CANTON),,,,,,15413,15168,5341,35.20%,,245,1.60%,"15,413","15,168",245,1.60%
Switzerland,CHINA,SHANGHAI,,,,,,30822,30671,11290,36.80%,3,148,0.50%,"30,822","30,674",148,0.50%
Switzerland,COLOMBIA,BOGOTA,,,,,,33,27,25,92.60%,,6,18.20%,33,27,6,18.20%
Switzerland,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,1554,703,94,13.40%,119,732,47.10%,"1,554",822,732,47.10%
Switzerland,COSTA RICA,SAN JOSE,,,,,,39,39,30,76.90%,,,,39,39,,
Switzerland,COTE D'IVOIRE,ABIDJAN,,,,,,2022,1588,663,41.80%,44,390,19.30%,"2,022","1,632",390,19.30%
Switzerland,CUBA,HAVANA,,,,,,927,750,101,13.50%,,177,19.10%,927,750,177,19.10%
Switzerland,DOMINICAN REPUBLIC,SANTO DOMINGO,,,,,,1595,1094,275,25.10%,5,496,31.10%,"1,595","1,099",496,31.10%
Switzerland,ECUADOR,QUITO,,,,,,1574,1468,1455,99.10%,,106,6.70%,"1,574","1,468",106,6.70%
Switzerland,EGYPT,CAIRO,,,,,,4938,4135,2314,56.00%,80,723,14.60%,"4,938","4,215",723,14.60%
Switzerland,ETHIOPIA,ADDIS ABEBA,,,,,,1270,1130,256,22.70%,18,122,9.60%,"1,270","1,148",122,9.60%
Switzerland,FRANCE,PARIS,,,,,,23,21,20,95.20%,1,1,4.30%,23,22,1,4.30%
Switzerland,GEORGIA,TBILISSI,,,,,,87,68,24,35.30%,,19,21.80%,87,68,19,21.80%
Switzerland,GERMANY,BERLIN,,,,,,3,2,1,50.00%,1,,,3,3,,
Switzerland,GERMANY,FRANKFURT/MAIN,,,,,,10,7,7,100.00%,,3,30.00%,10,7,3,30.00%
Switzerland,GERMANY,MUNICH,,,,,,3,3,3,100.00%,,,,3,3,,
Switzerland,GERMANY,STUTTGART,,,,,,20,20,20,100.00%,,,,20,20,,
Switzerland,GHANA,ACCRA,1,1,1,,,3575,1886,409,21.70%,4,1685,47.10%,"3,576","1,891","1,685",47.10%
Switzerland,GREECE,ATHENS,,,,,,6,3,3,100.00%,1,2,33.30%,6,4,2,33.30%
Switzerland,HONG KONG S.A.R.,HONG KONG,,,,,,1230,1227,543,44.30%,,3,0.20%,"1,230","1,227",3,0.20%
Switzerland,INDIA,NEW DELHI,,,,,,161403,152719,117544,77.00%,155,8529,5.30%,"1,61,403","1,52,874","8,529",5.30%
Switzerland,INDONESIA,JAKARTA,,,,,,8452,8222,1017,12.40%,2,228,2.70%,"8,452","8,224",228,2.70%
Switzerland,IRAN,TEHERAN,,,,,,13330,11145,2350,21.10%,138,2047,15.40%,"13,330","11,283","2,047",15.40%
Switzerland,ISRAEL,TEL AVIV,,,,,,227,225,101,44.90%,,2,0.90%,227,225,2,0.90%
Switzerland,ITALY,MILAN,,,,,,6,4,1,25.00%,2,,,6,6,,
Switzerland,ITALY,ROME,,,,,,1,1,,,,,,1,1,,
Switzerland,JAPAN,TOKYO,1,1,1,,,744,722,665,92.10%,,22,3.00%,745,723,22,3.00%
Switzerland,JORDAN,AMMAN,,,,,,2263,1803,526,29.20%,160,300,13.30%,"2,263","1,963",300,13.30%
Switzerland,KAZAKHSTAN,ASTANA,,,,,,7852,7649,4116,53.80%,,203,2.60%,"7,852","7,649",203,2.60%
Switzerland,KENYA,NAIROBI,,,,,,3070,2679,927,34.60%,54,337,11.00%,"3,070","2,733",337,11.00%
Switzerland,KOSOVO,PRISTINA,,,,,,30712,190,180,94.70%,24504,6018,19.60%,"30,712","24,694","6,018",19.60%
Switzerland,KYRGYZSTAN,BISHKEK,,,,,,4759,4381,651,14.90%,2,376,7.90%,"4,759","4,383",376,7.90%
Switzerland,LEBANON,BEIRUT,,,,,,3992,3228,1694,52.50%,311,453,11.30%,"3,992","3,539",453,11.30%
Switzerland,MADAGASCAR,ANTANANARIVO,,,,,,976,801,158,19.70%,,175,17.90%,976,801,175,17.90%
Switzerland,MEXICO,MEXICO CITY,,,,,,76,73,20,27.40%,,3,3.90%,76,73,3,3.90%
Switzerland,MOROCCO,RABAT,1,,,1,100.00%,3902,3238,1728,53.40%,2,662,17.00%,"3,903","3,240",663,17.00%
Switzerland,NEPAL,KATHMANDU,,,,,,3037,2383,261,11.00%,4,650,21.40%,"3,037","2,387",650,21.40%
Switzerland,NETHERLANDS,THE HAGUE,,,,,,3,3,2,66.70%,,,,3,3,,
Switzerland,NEW ZEALAND,WELLINGTON,,,,,,247,247,236,95.50%,,,,247,247,,
Switzerland,NIGERIA,ABUJA,,,,,,3408,2537,1182,46.60%,161,710,20.80%,"3,408","2,698",710,20.80%
Switzerland,PAKISTAN,ISLAMABAD,,,,,,4401,2250,206,9.20%,340,1811,41.10%,"4,401","2,590","1,811",41.10%
Switzerland,PALESTINIAN AUTHORITY,RAMALLAH,,,,,,662,624,160,25.60%,8,30,4.50%,662,632,30,4.50%
Switzerland,PERU,LIMA,,,,,,31,27,19,70.40%,,4,12.90%,31,27,4,12.90%
Switzerland,PHILIPPINES,MANILA,,,,,,6779,6198,1556,25.10%,2,579,8.50%,"6,779","6,200",579,8.50%
Switzerland,QATAR,DOHA,1,1,1,,,8816,8460,8089,95.60%,87,269,3.10%,"8,817","8,548",269,3.10%
Switzerland,ROMANIA,BUCHAREST,,,,,,161,149,116,77.90%,6,6,3.70%,161,155,6,3.70%
